codigo,codigo_ibge,municipio,regiao_imediata,regiao_intermediaria,mesorregiao,populacao,ano,leitos_existentes,leitos_sus,leitos_sus_10k_hab,tem_rede_hospitalar
354640,3546405,Santa Cruz do Rio Pardo,Ourinhos,Marília,Assis,47759,2025,96,55,11.52,True
354650,3546504,Santa Ernestina,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,6274,2025,0,0,0.0,False
354660,3546603,Santa Fé do Sul,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,36288,2025,81,58,15.98,True
354670,3546702,Santa Gertrudes,Rio Claro,Campinas,Piracicaba,23192,2025,0,0,0.0,False
354680,3546801,Santa Isabel,São Paulo,São Paulo,Metropolitana de São Paulo,54691,2025,50,36,6.58,True
354690,3546900,Santa Lúcia,Araraquara,Araraquara,Araraquara,7144,2025,8,0,0.0,True
354700,3547007,Santa Maria da Serra,Piracicaba,Campinas,Piracicaba,5308,2025,6,6,11.3,True
354710,3547106,Santa Mercedes,Dracena,Presidente Prudente,Presidente Prudente,3017,2025,0,0,0.0,False
354720,3547205,Santana da Ponte Pensa,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,1699,2025,0,0,0.0,False
354730,3547304,Santana de Parnaíba,São Paulo,São Paulo,Metropolitana de São Paulo,163787,2025,70,70,4.27,True
354740,3547403,Santa Rita d'Oeste,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,2796,2025,0,0,0.0,False
354750,3547502,Santa Rita do Passa Quatro,São Carlos,Araraquara,Ribeirão Preto,24996,2025,263,250,100.02,True
354760,3547601,Santa Rosa de Viterbo,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,23710,2025,32,19,8.01,True
354765,3547650,Santa Salete,Jales,São José do Rio Preto,São José do Rio Preto,1692,2025,0,0,0.0,False
354770,3547700,Santo Anastácio,Presidente Prudente,Presidente Prudente,Presidente Prudente,17960,2025,50,36,20.04,True
354780,3547809,Santo André,São Paulo,São Paulo,Metropolitana de São Paulo,782048,2025,1458,687,8.78,True
354790,3547908,Santo Antônio da Alegria,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,6933,2025,9,9,12.98,True
354800,3548005,Santo Antônio de Posse,Campinas,Campinas,Campinas,23867,2025,0,0,0.0,False
354805,3548054,Santo Antônio do Aracanguá,Araçatuba,Araçatuba,Araçatuba,8593,2025,0,0,0.0,False
354810,3548104,Santo Antônio do Jardim,São João da Boa Vista,Campinas,Campinas,6243,2025,0,0,0.0,False
354820,3548203,Santo Antônio do Pinhal,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,7314,2025,0,0,0.0,False
354830,3548302,Santo Expedito,Presidente Prudente,Presidente Prudente,Presidente Prudente,3069,2025,0,0,0.0,False
354840,3548401,Santópolis do Aguapeí,Birigui - Penápolis,Araçatuba,Araçatuba,3921,2025,0,0,0.0,False
354850,3548500,Santos,Santos,São Paulo,Metropolitana de São Paulo,429547,2025,1780,712,16.58,True
354860,3548609,São Bento do Sapucaí,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,11989,2025,40,26,21.69,True
354870,3548708,São Bernardo do Campo,São Paulo,São Paulo,Metropolitana de São Paulo,841154,2025,1794,704,8.37,True
354880,3548807,São Caetano do Sul,São Paulo,São Paulo,Metropolitana de São Paulo,172693,2025,873,264,15.29,True
354890,3548906,São Carlos,São Carlos,Araraquara,Araraquara,266427,2025,399,218,8.18,True
354900,3549003,São Francisco,Jales,São José do Rio Preto,São José do Rio Preto,2623,2025,0,0,0.0,False
354910,3549102,São João da Boa Vista,São João da Boa Vista,Campinas,Campinas,96080,2025,201,92,9.58,True
354920,3549201,São João das Duas Pontes,Fernandópolis,São José do Rio Preto,São José do Rio Preto,2623,2025,0,0,0.0,False
354925,3549250,São João de Iracema,Fernandópolis,São José do Rio Preto,São José do Rio Preto,1882,2025,0,0,0.0,False
354930,3549300,São João do Pau d'Alho,Dracena,Presidente Prudente,Presidente Prudente,2293,2025,0,0,0.0,False
354940,3549409,São Joaquim da Barra,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto,Ribeirão Preto,49885,2025,103,73,14.63,True
354950,3549508,São José da Bela Vista,Franca,Ribeirão Preto,Ribeirão Preto,7664,2025,0,0,0.0,False
354960,3549607,São José do Barreiro,Cruzeiro,São José dos Campos,Vale do Paraíba Paulista,3888,2025,0,0,0.0,False
354970,3549706,São José do Rio Pardo,São José do Rio Pardo - Mococa,Campinas,Campinas,53427,2025,141,79,14.79,True
354980,3549805,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,504166,2025,2420,1161,23.03,True
354990,3549904,São José dos Campos,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista,727078,2025,1600,789,10.85,True
354995,3549953,São Lourenço da Serra,São Paulo,São Paulo,Metropolitana de São Paulo,16479,2025,60,0,0.0,True
355000,3550001,São Luiz do Paraitinga,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,10487,2025,25,16,15.26,True
355010,3550100,São Manuel,Botucatu,Bauru,Bauru,38131,2025,58,42,11.01,True
355020,3550209,São Miguel Arcanjo,Itapetininga,Sorocaba,Macro Metropolitana Paulista,32924,2025,79,79,23.99,True
355030,3550308,São Paulo,São Paulo,São Paulo,Metropolitana de São Paulo,11904961,2025,30990,15485,13.01,True
355040,3550407,São Pedro,Piracicaba,Campinas,Piracicaba,39855,2025,64,54,13.55,True
355050,3550506,São Pedro do Turvo,Ourinhos,Marília,Assis,7333,2025,0,0,0.0,False
355060,3550605,São Roque,Sorocaba,Sorocaba,Macro Metropolitana Paulista,81366,2025,222,62,7.62,True
355070,3550704,São Sebastião,Caraguatatuba - Ubatuba - São Sebastião,São José dos Campos,Vale do Paraíba Paulista,84280,2025,102,102,12.1,True
355080,3550803,São Sebastião da Grama,São José do Rio Pardo - Mococa,Campinas,Campinas,10428,2025,30,26,24.93,True
355090,3550902,São Simão,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,13560,2025,34,33,24.34,True
355100,3551009,São Vicente,Santos,São Paulo,Metropolitana de São Paulo,338326,2025,257,191,5.65,True
355110,3551108,Sarapuí,Sorocaba,Sorocaba,Macro Metropolitana Paulista,10677,2025,0,0,0.0,False
355120,3551207,Sarutaiá,Piraju,Marília,Assis,3772,2025,0,0,0.0,False
355130,3551306,Sebastianópolis do Sul,Votuporanga,São José do Rio Preto,São José do Rio Preto,3191,2025,0,0,0.0,False
355140,3551405,Serra Azul,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,13108,2025,0,0,0.0,False
355150,3551504,Serrana,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,45580,2025,84,82,17.99,True
355160,3551603,Serra Negra,Amparo,Campinas,Campinas,31047,2025,49,33,10.63,True
355170,3551702,Sertãozinho,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,132176,2025,130,59,4.46,True
355180,3551801,Sete Barras,Registro,Sorocaba,Litoral Sul Paulista,12903,2025,0,0,0.0,False
355190,3551900,Severínia,Barretos,Ribeirão Preto,São José do Rio Preto,14693,2025,0,0,0.0,False
355200,3552007,Silveiras,Cruzeiro,São José dos Campos,Vale do Paraíba Paulista,6329,2025,2,2,3.16,True
355210,3552106,Socorro,Bragança Paulista,Campinas,Campinas,41527,2025,106,49,11.8,True
355220,3552205,Sorocaba,Sorocaba,Sorocaba,Macro Metropolitana Paulista,762172,2025,1757,980,12.86,True
355230,3552304,Sud Mennucci,Andradina,Araçatuba,Araçatuba,7464,2025,22,20,26.8,True
355240,3552403,Sumaré,Campinas,Campinas,Campinas,291116,2025,235,182,6.25,True
355250,3552502,Suzano,São Paulo,São Paulo,Metropolitana de São Paulo,320261,2025,334,181,5.65,True
355255,3552551,Suzanápolis,Jales,São José do Rio Preto,Araçatuba,3465,2025,0,0,0.0,False
355260,3552601,Tabapuã,Catanduva,São José do Rio Preto,São José do Rio Preto,11498,2025,30,11,9.57,True
355270,3552700,Tabatinga,Araraquara,Araraquara,Araraquara,14997,2025,35,22,14.67,True
355280,3552809,Taboão da Serra,São Paulo,São Paulo,Metropolitana de São Paulo,285307,2025,532,328,11.5,True
355290,3552908,Taciba,Presidente Prudente,Presidente Prudente,Presidente Prudente,6418,2025,0,0,0.0,False
355300,3553005,Taguaí,Avaré,Sorocaba,Assis,13068,2025,29,24,18.37,True
355310,3553104,Taiaçu,Barretos,Ribeirão Preto,Ribeirão Preto,5744,2025,0,0,0.0,False
355320,3553203,Taiúva,Barretos,Ribeirão Preto,Ribeirão Preto,6770,2025,0,0,0.0,False
355330,3553302,Tambaú,São João da Boa Vista,Campinas,Campinas,21650,2025,36,27,12.47,True
355340,3553401,Tanabi,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,26071,2025,72,30,11.51,True
355350,3553500,Tapiraí,Sorocaba,Sorocaba,Macro Metropolitana Paulista,8122,2025,0,0,0.0,False
355360,3553609,Tapiratiba,São José do Rio Pardo - Mococa,Campinas,Campinas,11903,2025,15,15,12.6,True
355365,3553658,Taquaral,Barretos,Ribeirão Preto,Ribeirão Preto,2649,2025,0,0,0.0,False
355370,3553708,Taquaritinga,Araraquara,Araraquara,Ribeirão Preto,53264,2025,115,69,12.95,True
355380,3553807,Taquarituba,Avaré,Sorocaba,Itapetininga,24932,2025,47,32,12.83,True
355385,3553856,Taquarivaí,Itapeva,Sorocaba,Itapetininga,7170,2025,60,0,0.0,True
355390,3553906,Tarabai,Presidente Prudente,Presidente Prudente,Presidente Prudente,6633,2025,0,0,0.0,False
355395,3553955,Tarumã,Assis,Marília,Assis,15315,2025,0,0,0.0,False
355400,3554003,Tatuí,Tatuí,Sorocaba,Itapetininga,129130,2025,204,86,6.66,True
355410,3554102,Taubaté,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,322397,2025,532,367,11.38,True
355420,3554201,Tejupá,Piraju,Marília,Assis,4119,2025,0,0,0.0,False
355430,3554300,Teodoro Sampaio,Presidente Prudente,Presidente Prudente,Presidente Prudente,22598,2025,50,43,19.03,True
355440,3554409,Terra Roxa,Barretos,Ribeirão Preto,Ribeirão Preto,7965,2025,34,30,37.66,True
355450,3554508,Tietê,Sorocaba,Sorocaba,Piracicaba,38723,2025,55,33,8.52,True
355460,3554607,Timburi,Piraju,Marília,Assis,2484,2025,0,0,0.0,False
355465,3554656,Torre de Pedra,Tatuí,Sorocaba,Itapetininga,2056,2025,0,0,0.0,False
355470,3554706,Torrinha,Jaú,Bauru,Piracicaba,9484,2025,20,13,13.71,True
355475,3554755,Trabiju,Araraquara,Araraquara,Araraquara,1724,2025,0,0,0.0,False
355480,3554805,Tremembé,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,53426,2025,12,0,0.0,True
355490,3554904,Três Fronteiras,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,7060,2025,0,0,0.0,False
355495,3554953,Tuiuti,Bragança Paulista,Campinas,Macro Metropolitana Paulista,6976,2025,0,0,0.0,False
355500,3555000,Tupã,Tupã,Marília,Marília,65433,2025,344,328,50.13,True
355510,3555109,Tupi Paulista,Dracena,Presidente Prudente,Presidente Prudente,16259,2025,48,30,18.45,True
355520,3555208,Turiúba,Birigui - Penápolis,Araçatuba,Araçatuba,1835,2025,0,0,0.0,False
355530,3555307,Turmalina,Jales,São José do Rio Preto,São José do Rio Preto,1662,2025,0,0,0.0,False
355535,3555356,Ubarana,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,5458,2025,0,0,0.0,False
355540,3555406,Ubatuba,Caraguatatuba - Ubatuba - São Sebastião,São José dos Campos,Vale do Paraíba Paulista,97096,2025,86,81,8.34,True
355550,3555505,Ubirajara,Bauru,Bauru,Bauru,5289,2025,0,0,0.0,False
355560,3555604,Uchoa,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,10670,2025,4,4,3.75,True
355570,3555703,União Paulista,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,1628,2025,0,0,0.0,False
355580,3555802,Urânia,Jales,São José do Rio Preto,São José do Rio Preto,8973,2025,26,24,26.75,True
355590,3555901,Uru,Lins,Bauru,Bauru,1424,2025,0,0,0.0,False
355600,3556008,Urupês,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,14073,2025,29,14,9.95,True
355610,3556107,Valentim Gentil,Votuporanga,São José do Rio Preto,São José do Rio Preto,14634,2025,0,0,0.0,False
355620,3556206,Valinhos,Campinas,Campinas,Campinas,132258,2025,148,59,4.46,True
355630,3556305,Valparaíso,Araçatuba,Araçatuba,Araçatuba,24779,2025,50,32,12.91,True
355635,3556354,Vargem,Bragança Paulista,Campinas,Macro Metropolitana Paulista,10863,2025,0,0,0.0,False
355640,3556404,Vargem Grande do Sul,São João da Boa Vista,Campinas,Campinas,41256,2025,54,35,8.48,True
355645,3556453,Vargem Grande Paulista,São Paulo,São Paulo,Metropolitana de São Paulo,52352,2025,113,2,0.38,True
355650,3556503,Várzea Paulista,Jundiaí,Campinas,Macro Metropolitana Paulista,119655,2025,80,72,6.02,True
355660,3556602,Vera Cruz,Marília,Marília,Marília,10274,2025,0,0,0.0,False
355670,3556701,Vinhedo,Campinas,Campinas,Campinas,79089,2025,82,63,7.97,True
355680,3556800,Viradouro,Barretos,Ribeirão Preto,Ribeirão Preto,17685,2025,23,20,11.31,True
355690,3556909,Vista Alegre do Alto,Catanduva,São José do Rio Preto,Ribeirão Preto,8368,2025,0,0,0.0,False
355695,3556958,Vitória Brasil,Jales,São José do Rio Preto,São José do Rio Preto,1828,2025,0,0,0.0,False
355700,3557006,Votorantim,Sorocaba,Sorocaba,Macro Metropolitana Paulista,133510,2025,162,64,4.79,True
355710,3557105,Votuporanga,Votuporanga,São José do Rio Preto,São José do Rio Preto,100568,2025,209,120,11.93,True
355715,3557154,Zacarias,Birigui - Penápolis,Araçatuba,São José do Rio Preto,2773,2025,0,0,0.0,False
355720,3557204,Chavantes,Ourinhos,Marília,Assis,12415,2025,51,30,24.16,True
355730,3557303,Estiva Gerbi,Mogi Guaçu,Campinas,Campinas,11609,2025,0,0,0.0,False
