codigo,municipio,periodo,media_permanencia
353670,PEDERNEIRAS,2026/Jun,4.0
353700,PEDREGULHO,2025/Jul,2.7
353700,PEDREGULHO,2025/Ago,2.5
353700,PEDREGULHO,2025/Set,2.4
353700,PEDREGULHO,2025/Out,2.0
353700,PEDREGULHO,2025/Nov,2.9
353700,PEDREGULHO,2025/Dez,1.4
353700,PEDREGULHO,2026/Jan,2.5
353700,PEDREGULHO,2026/Fev,2.4
353700,PEDREGULHO,2026/Mar,2.4
353700,PEDREGULHO,2026/Abr,3.3
353700,PEDREGULHO,2026/Mai,2.2
353700,PEDREGULHO,2026/Jun,3.6
353710,PEDREIRA,2025/Jul,2.9
353710,PEDREIRA,2025/Ago,3.8
353710,PEDREIRA,2025/Set,3.2
353710,PEDREIRA,2025/Out,3.1
353710,PEDREIRA,2025/Nov,3.5
353710,PEDREIRA,2025/Dez,3.1
353710,PEDREIRA,2026/Jan,5.5
353710,PEDREIRA,2026/Fev,3.3
353710,PEDREIRA,2026/Mar,3.6
353710,PEDREIRA,2026/Abr,4.6
353710,PEDREIRA,2026/Mai,5.2
353710,PEDREIRA,2026/Jun,6.1
353730,PENAPOLIS,2025/Jul,6.7
353730,PENAPOLIS,2025/Ago,7.3
353730,PENAPOLIS,2025/Set,6.6
353730,PENAPOLIS,2025/Out,6.4
353730,PENAPOLIS,2025/Nov,7.1
353730,PENAPOLIS,2025/Dez,5.9
353730,PENAPOLIS,2026/Jan,3.5
353730,PENAPOLIS,2026/Fev,4.6
353730,PENAPOLIS,2026/Mar,5.5
353730,PENAPOLIS,2026/Abr,5.5
353730,PENAPOLIS,2026/Mai,6.5
353730,PENAPOLIS,2026/Jun,6.8
353740,PEREIRA BARRETO,2025/Jul,2.1
353740,PEREIRA BARRETO,2025/Ago,3.2
353740,PEREIRA BARRETO,2025/Set,3.0
353740,PEREIRA BARRETO,2025/Out,2.7
353740,PEREIRA BARRETO,2025/Nov,2.6
353740,PEREIRA BARRETO,2025/Dez,2.7
353740,PEREIRA BARRETO,2026/Jan,3.0
353740,PEREIRA BARRETO,2026/Fev,2.8
353740,PEREIRA BARRETO,2026/Mar,3.1
353740,PEREIRA BARRETO,2026/Abr,2.4
353740,PEREIRA BARRETO,2026/Mai,3.0
353780,PIEDADE,2025/Jul,3.4
353780,PIEDADE,2025/Ago,3.5
353780,PIEDADE,2025/Set,3.5
353780,PIEDADE,2025/Out,3.3
353780,PIEDADE,2025/Nov,3.3
353780,PIEDADE,2025/Dez,2.9
353780,PIEDADE,2026/Jan,2.9
353780,PIEDADE,2026/Fev,3.1
353780,PIEDADE,2026/Mar,3.1
353780,PIEDADE,2026/Abr,2.9
353780,PIEDADE,2026/Mai,2.9
353780,PIEDADE,2026/Jun,3.5
353790,PILAR DO SUL,2025/Jul,2.6
353790,PILAR DO SUL,2025/Ago,2.9
353790,PILAR DO SUL,2025/Set,2.6
353790,PILAR DO SUL,2025/Out,2.3
353790,PILAR DO SUL,2025/Nov,2.2
353790,PILAR DO SUL,2025/Dez,2.2
353790,PILAR DO SUL,2026/Jan,2.9
353790,PILAR DO SUL,2026/Fev,2.3
353790,PILAR DO SUL,2026/Mar,2.5
353790,PILAR DO SUL,2026/Abr,2.3
353790,PILAR DO SUL,2026/Mai,2.3
353790,PILAR DO SUL,2026/Jun,2.9
353800,PINDAMONHANGABA,2025/Jul,5.5
353800,PINDAMONHANGABA,2025/Ago,4.7
353800,PINDAMONHANGABA,2025/Set,4.9
353800,PINDAMONHANGABA,2025/Out,4.3
353800,PINDAMONHANGABA,2025/Nov,4.3
353800,PINDAMONHANGABA,2025/Dez,4.5
353800,PINDAMONHANGABA,2026/Jan,5.6
353800,PINDAMONHANGABA,2026/Fev,5.5
353800,PINDAMONHANGABA,2026/Mar,5.2
353800,PINDAMONHANGABA,2026/Abr,5.4
353800,PINDAMONHANGABA,2026/Mai,5.5
353800,PINDAMONHANGABA,2026/Jun,5.0
353860,PIRACAIA,2025/Jul,3.9
353860,PIRACAIA,2025/Ago,3.3
353860,PIRACAIA,2025/Set,3.6
353860,PIRACAIA,2025/Out,4.7
353860,PIRACAIA,2025/Nov,4.2
353860,PIRACAIA,2025/Dez,4.9
353860,PIRACAIA,2026/Jan,4.0
353860,PIRACAIA,2026/Fev,4.7
353860,PIRACAIA,2026/Mar,4.8
353860,PIRACAIA,2026/Abr,3.9
353860,PIRACAIA,2026/Mai,4.4
353860,PIRACAIA,2026/Jun,4.3
353870,PIRACICABA,2025/Jul,3.6
353870,PIRACICABA,2025/Ago,3.4
353870,PIRACICABA,2025/Set,3.2
353870,PIRACICABA,2025/Out,3.0
353870,PIRACICABA,2025/Nov,2.9
353870,PIRACICABA,2025/Dez,3.7
353870,PIRACICABA,2026/Jan,3.0
353870,PIRACICABA,2026/Fev,3.2
353870,PIRACICABA,2026/Mar,3.2
353870,PIRACICABA,2026/Abr,2.9
353870,PIRACICABA,2026/Mai,3.0
353870,PIRACICABA,2026/Jun,3.3
353880,PIRAJU,2025/Jul,3.6
353880,PIRAJU,2025/Ago,2.9
353880,PIRAJU,2025/Set,2.9
353880,PIRAJU,2025/Out,2.8
353880,PIRAJU,2025/Nov,2.9
353880,PIRAJU,2025/Dez,3.1
353880,PIRAJU,2026/Jan,2.9
353880,PIRAJU,2026/Fev,2.9
353880,PIRAJU,2026/Mar,2.8
353880,PIRAJU,2026/Abr,3.0
353880,PIRAJU,2026/Mai,2.8
353880,PIRAJU,2026/Jun,3.1
353890,PIRAJUI,2025/Jul,9.5
353890,PIRAJUI,2025/Ago,11.0
353890,PIRAJUI,2025/Set,14.1
353890,PIRAJUI,2025/Out,16.0
353890,PIRAJUI,2025/Nov,14.6
353890,PIRAJUI,2025/Dez,16.4
353890,PIRAJUI,2026/Jan,13.4
353890,PIRAJUI,2026/Fev,9.7
353890,PIRAJUI,2026/Mar,12.2
353890,PIRAJUI,2026/Abr,12.4
353890,PIRAJUI,2026/Mai,11.2
353890,PIRAJUI,2026/Jun,14.4
353900,PIRANGI,2025/Jul,2.6
353900,PIRANGI,2025/Ago,2.1
353900,PIRANGI,2025/Set,2.3
353900,PIRANGI,2025/Out,1.4
353900,PIRANGI,2025/Nov,1.3
353900,PIRANGI,2025/Dez,1.5
353900,PIRANGI,2026/Jan,1.5
353900,PIRANGI,2026/Fev,1.3
353900,PIRANGI,2026/Mar,1.6
353900,PIRANGI,2026/Abr,2.0
353900,PIRANGI,2026/Mai,1.8
353900,PIRANGI,2026/Jun,1.2
353930,PIRASSUNUNGA,2025/Jul,4.8
353930,PIRASSUNUNGA,2025/Ago,5.2
353930,PIRASSUNUNGA,2025/Set,4.8
353930,PIRASSUNUNGA,2025/Out,4.4
353930,PIRASSUNUNGA,2025/Nov,4.0
353930,PIRASSUNUNGA,2025/Dez,4.2
353930,PIRASSUNUNGA,2026/Jan,4.9
353930,PIRASSUNUNGA,2026/Fev,4.8
353930,PIRASSUNUNGA,2026/Mar,4.3
353930,PIRASSUNUNGA,2026/Abr,4.2
353930,PIRASSUNUNGA,2026/Mai,3.3
353930,PIRASSUNUNGA,2026/Jun,4.2
353940,PIRATININGA,2025/Jul,4.1
353940,PIRATININGA,2025/Ago,5.2
353940,PIRATININGA,2025/Set,7.5
353940,PIRATININGA,2025/Out,6.0
353940,PIRATININGA,2025/Nov,5.8
353940,PIRATININGA,2025/Dez,8.0
353940,PIRATININGA,2026/Jan,5.4
353940,PIRATININGA,2026/Fev,8.8
353940,PIRATININGA,2026/Mar,5.6
353940,PIRATININGA,2026/Abr,6.8
353940,PIRATININGA,2026/Mai,5.5
353940,PIRATININGA,2026/Jun,6.1
353950,PITANGUEIRAS,2025/Jul,2.8
353950,PITANGUEIRAS,2025/Ago,2.3
353950,PITANGUEIRAS,2025/Set,2.2
353950,PITANGUEIRAS,2025/Out,2.2
353950,PITANGUEIRAS,2025/Nov,2.2
353950,PITANGUEIRAS,2025/Dez,2.2
353950,PITANGUEIRAS,2026/Jan,1.8
353950,PITANGUEIRAS,2026/Fev,2.0
353950,PITANGUEIRAS,2026/Mar,3.1
353950,PITANGUEIRAS,2026/Abr,2.3
353950,PITANGUEIRAS,2026/Mai,2.4
353950,PITANGUEIRAS,2026/Jun,2.2
354000,POMPEIA,2025/Jul,2.6
354000,POMPEIA,2025/Ago,2.8
354000,POMPEIA,2025/Set,3.0
354000,POMPEIA,2025/Out,3.4
354000,POMPEIA,2025/Nov,1.8
354000,POMPEIA,2025/Dez,3.0
354000,POMPEIA,2026/Jan,3.7
354000,POMPEIA,2026/Fev,3.3
354000,POMPEIA,2026/Mar,3.7
354000,POMPEIA,2026/Abr,2.7
354000,POMPEIA,2026/Mai,2.6
354000,POMPEIA,2026/Jun,3.3
354020,PONTAL,2025/Jul,1.5
354020,PONTAL,2025/Ago,1.9
354020,PONTAL,2025/Set,1.9
354020,PONTAL,2025/Out,1.8
354020,PONTAL,2025/Nov,0.6
354020,PONTAL,2025/Dez,1.2
354020,PONTAL,2026/Jan,1.2
354020,PONTAL,2026/Fev,1.5
354020,PONTAL,2026/Mar,1.0
354020,PONTAL,2026/Abr,1.7
354020,PONTAL,2026/Mai,1.5
354020,PONTAL,2026/Jun,2.1
354040,POPULINA,2025/Jul,2.8
354040,POPULINA,2025/Ago,4.7
354040,POPULINA,2025/Set,3.4
354040,POPULINA,2025/Out,4.8
354040,POPULINA,2025/Nov,3.9
354040,POPULINA,2025/Dez,3.2
354040,POPULINA,2026/Jan,3.7
354040,POPULINA,2026/Fev,3.5
354040,POPULINA,2026/Mar,4.7
354040,POPULINA,2026/Abr,4.1
354040,POPULINA,2026/Mai,3.3
354040,POPULINA,2026/Jun,3.5
354060,PORTO FELIZ,2025/Jul,3.5
354060,PORTO FELIZ,2025/Ago,2.0
354060,PORTO FELIZ,2025/Set,2.4
354060,PORTO FELIZ,2025/Out,2.4
354060,PORTO FELIZ,2025/Nov,2.2
354060,PORTO FELIZ,2025/Dez,2.8
354060,PORTO FELIZ,2026/Jan,3.6
354060,PORTO FELIZ,2026/Fev,2.4
354060,PORTO FELIZ,2026/Mar,2.2
354060,PORTO FELIZ,2026/Abr,2.4
354060,PORTO FELIZ,2026/Mai,2.6
354060,PORTO FELIZ,2026/Jun,2.2
354070,PORTO FERREIRA,2025/Jul,3.9
354070,PORTO FERREIRA,2025/Ago,3.9
354070,PORTO FERREIRA,2025/Set,3.2
354070,PORTO FERREIRA,2025/Out,3.6
354070,PORTO FERREIRA,2025/Nov,3.4
354070,PORTO FERREIRA,2025/Dez,3.5
354070,PORTO FERREIRA,2026/Jan,2.8
354070,PORTO FERREIRA,2026/Fev,3.1
354070,PORTO FERREIRA,2026/Mar,3.3
354070,PORTO FERREIRA,2026/Abr,3.5
354070,PORTO FERREIRA,2026/Mai,3.3
354070,PORTO FERREIRA,2026/Jun,3.7
354080,POTIRENDABA,2025/Jul,2.3
354080,POTIRENDABA,2025/Ago,2.5
354080,POTIRENDABA,2025/Set,2.4
354080,POTIRENDABA,2025/Out,2.5
354080,POTIRENDABA,2025/Nov,2.6
354080,POTIRENDABA,2025/Dez,2.4
354080,POTIRENDABA,2026/Jan,2.2
354080,POTIRENDABA,2026/Fev,2.8
354080,POTIRENDABA,2026/Mar,2.3
354080,POTIRENDABA,2026/Abr,2.6
354080,POTIRENDABA,2026/Mai,2.3
354080,POTIRENDABA,2026/Jun,2.6
354100,PRAIA GRANDE,2025/Jul,5.0
354100,PRAIA GRANDE,2025/Ago,5.3
354100,PRAIA GRANDE,2025/Set,5.7
354100,PRAIA GRANDE,2025/Out,5.8
354100,PRAIA GRANDE,2025/Nov,5.7
354100,PRAIA GRANDE,2025/Dez,5.6
354100,PRAIA GRANDE,2026/Jan,6.6
354100,PRAIA GRANDE,2026/Fev,6.2
354100,PRAIA GRANDE,2026/Mar,5.8
354100,PRAIA GRANDE,2026/Abr,5.8
354100,PRAIA GRANDE,2026/Mai,5.5
354100,PRAIA GRANDE,2026/Jun,5.4
354120,PRESIDENTE BERNARDES,2025/Jul,3.7
354120,PRESIDENTE BERNARDES,2025/Ago,3.3
354120,PRESIDENTE BERNARDES,2025/Set,2.8
354120,PRESIDENTE BERNARDES,2025/Out,3.5
354120,PRESIDENTE BERNARDES,2025/Nov,2.3
354120,PRESIDENTE BERNARDES,2025/Dez,3.0
354120,PRESIDENTE BERNARDES,2026/Jan,2.5
354120,PRESIDENTE BERNARDES,2026/Fev,2.9
354120,PRESIDENTE BERNARDES,2026/Mar,3.4
354120,PRESIDENTE BERNARDES,2026/Abr,2.8
354120,PRESIDENTE BERNARDES,2026/Mai,2.8
354120,PRESIDENTE BERNARDES,2026/Jun,2.5
354130,PRESIDENTE EPITACIO,2025/Jul,3.0
354130,PRESIDENTE EPITACIO,2025/Ago,3.3
354130,PRESIDENTE EPITACIO,2025/Set,3.8
354130,PRESIDENTE EPITACIO,2025/Out,3.3
354130,PRESIDENTE EPITACIO,2025/Nov,3.3
354130,PRESIDENTE EPITACIO,2025/Dez,3.0
354130,PRESIDENTE EPITACIO,2026/Jan,3.4
354130,PRESIDENTE EPITACIO,2026/Fev,3.2
354130,PRESIDENTE EPITACIO,2026/Mar,3.4
354130,PRESIDENTE EPITACIO,2026/Abr,3.4
354130,PRESIDENTE EPITACIO,2026/Mai,3.6
354130,PRESIDENTE EPITACIO,2026/Jun,3.6
354140,PRESIDENTE PRUDENTE,2025/Jul,5.7
354140,PRESIDENTE PRUDENTE,2025/Ago,5.5
354140,PRESIDENTE PRUDENTE,2025/Set,5.9
354140,PRESIDENTE PRUDENTE,2025/Out,5.2
354140,PRESIDENTE PRUDENTE,2025/Nov,5.9
354140,PRESIDENTE PRUDENTE,2025/Dez,6.2
354140,PRESIDENTE PRUDENTE,2026/Jan,6.0
354140,PRESIDENTE PRUDENTE,2026/Fev,5.7
354140,PRESIDENTE PRUDENTE,2026/Mar,5.5
354140,PRESIDENTE PRUDENTE,2026/Abr,5.3
354140,PRESIDENTE PRUDENTE,2026/Mai,5.7
354140,PRESIDENTE PRUDENTE,2026/Jun,5.5
354150,PRESIDENTE VENCESLAU,2025/Jul,4.6
354150,PRESIDENTE VENCESLAU,2025/Ago,4.1
354150,PRESIDENTE VENCESLAU,2025/Set,3.9
354150,PRESIDENTE VENCESLAU,2025/Out,3.9
354150,PRESIDENTE VENCESLAU,2025/Nov,3.3
354150,PRESIDENTE VENCESLAU,2025/Dez,4.3
354150,PRESIDENTE VENCESLAU,2026/Jan,4.4
354150,PRESIDENTE VENCESLAU,2026/Fev,4.2
354150,PRESIDENTE VENCESLAU,2026/Mar,3.7
354150,PRESIDENTE VENCESLAU,2026/Abr,3.8
354150,PRESIDENTE VENCESLAU,2026/Mai,4.9
354150,PRESIDENTE VENCESLAU,2026/Jun,4.4
354160,PROMISSAO,2025/Jul,3.6
354160,PROMISSAO,2025/Ago,4.3
354160,PROMISSAO,2025/Set,3.3
354160,PROMISSAO,2025/Out,4.2
354160,PROMISSAO,2025/Nov,3.6
354160,PROMISSAO,2025/Dez,3.5
354160,PROMISSAO,2026/Jan,3.6
354160,PROMISSAO,2026/Fev,2.7
354160,PROMISSAO,2026/Mar,3.0
354160,PROMISSAO,2026/Abr,3.1
354160,PROMISSAO,2026/Mai,3.4
354160,PROMISSAO,2026/Jun,3.7
354190,QUELUZ,2025/Jul,5.6
354190,QUELUZ,2025/Ago,4.5
354190,QUELUZ,2025/Set,5.3
354190,QUELUZ,2025/Out,4.2
354190,QUELUZ,2025/Nov,5.5
354190,QUELUZ,2025/Dez,5.7
354190,QUELUZ,2026/Jan,5.2
354190,QUELUZ,2026/Fev,3.5
354190,QUELUZ,2026/Mar,9.3
354190,QUELUZ,2026/Abr,8.4
354220,RANCHARIA,2025/Jul,2.3
354220,RANCHARIA,2025/Ago,2.5
354220,RANCHARIA,2025/Set,2.6
354220,RANCHARIA,2025/Out,2.4
354220,RANCHARIA,2025/Nov,2.5
354220,RANCHARIA,2025/Dez,2.8
354220,RANCHARIA,2026/Jan,2.3
354220,RANCHARIA,2026/Fev,2.5
354220,RANCHARIA,2026/Mar,2.6
354220,RANCHARIA,2026/Abr,2.3
354220,RANCHARIA,2026/Mai,2.6
354220,RANCHARIA,2026/Jun,2.6
354240,REGENTE FEIJO,2025/Jul,3.4
354240,REGENTE FEIJO,2025/Ago,3.0
354240,REGENTE FEIJO,2025/Set,2.8
354240,REGENTE FEIJO,2025/Out,3.0
354240,REGENTE FEIJO,2025/Nov,3.3
354240,REGENTE FEIJO,2025/Dez,3.4
354240,REGENTE FEIJO,2026/Jan,3.1
354240,REGENTE FEIJO,2026/Fev,3.3
354240,REGENTE FEIJO,2026/Mar,3.3
354240,REGENTE FEIJO,2026/Abr,3.2
354240,REGENTE FEIJO,2026/Mai,3.5
354240,REGENTE FEIJO,2026/Jun,2.9
354260,REGISTRO,2025/Jul,4.1
354260,REGISTRO,2025/Ago,3.5
354260,REGISTRO,2025/Set,3.6
354260,REGISTRO,2025/Out,4.1
354260,REGISTRO,2025/Nov,4.6
354260,REGISTRO,2025/Dez,4.2
354260,REGISTRO,2026/Jan,4.0
354260,REGISTRO,2026/Fev,3.9
354260,REGISTRO,2026/Mar,3.1
354260,REGISTRO,2026/Abr,3.3
354260,REGISTRO,2026/Mai,3.1
354260,REGISTRO,2026/Jun,3.5
354290,RIBEIRAO BONITO,2025/Jul,2.5
354290,RIBEIRAO BONITO,2025/Ago,2.4
354290,RIBEIRAO BONITO,2025/Set,0.7
354290,RIBEIRAO BONITO,2025/Out,1.6
354290,RIBEIRAO BONITO,2025/Nov,2.1
354290,RIBEIRAO BONITO,2025/Dez,1.8
354290,RIBEIRAO BONITO,2026/Jan,1.7
354290,RIBEIRAO BONITO,2026/Fev,0.9
354290,RIBEIRAO BONITO,2026/Mar,2.6
354290,RIBEIRAO BONITO,2026/Abr,1.9
354290,RIBEIRAO BONITO,2026/Mai,1.1
354290,RIBEIRAO BONITO,2026/Jun,2.6
354300,RIBEIRAO BRANCO,2025/Jul,3.1
354300,RIBEIRAO BRANCO,2025/Ago,3.6
354300,RIBEIRAO BRANCO,2025/Set,3.7
354300,RIBEIRAO BRANCO,2025/Out,4.2
354300,RIBEIRAO BRANCO,2025/Nov,2.7
354300,RIBEIRAO BRANCO,2025/Dez,4.8
354300,RIBEIRAO BRANCO,2026/Jan,3.0
354300,RIBEIRAO BRANCO,2026/Fev,5.3
354300,RIBEIRAO BRANCO,2026/Mar,3.8
354300,RIBEIRAO BRANCO,2026/Abr,3.6
354300,RIBEIRAO BRANCO,2026/Mai,3.8
354300,RIBEIRAO BRANCO,2026/Jun,4.6
354330,RIBEIRAO PIRES,2025/Jul,6.1
354330,RIBEIRAO PIRES,2025/Ago,7.2
354330,RIBEIRAO PIRES,2025/Set,4.5
354330,RIBEIRAO PIRES,2025/Out,6.3
354330,RIBEIRAO PIRES,2025/Nov,4.8
354330,RIBEIRAO PIRES,2025/Dez,5.4
354330,RIBEIRAO PIRES,2026/Jan,5.0
354330,RIBEIRAO PIRES,2026/Fev,5.3
354330,RIBEIRAO PIRES,2026/Mar,6.2
354330,RIBEIRAO PIRES,2026/Abr,7.5
354330,RIBEIRAO PIRES,2026/Mai,5.5
354330,RIBEIRAO PIRES,2026/Jun,5.0
354340,RIBEIRAO PRETO,2025/Jul,4.5
354340,RIBEIRAO PRETO,2025/Ago,4.8
354340,RIBEIRAO PRETO,2025/Set,4.4
354340,RIBEIRAO PRETO,2025/Out,4.4
354340,RIBEIRAO PRETO,2025/Nov,4.5
354340,RIBEIRAO PRETO,2025/Dez,4.3
354340,RIBEIRAO PRETO,2026/Jan,4.3
354340,RIBEIRAO PRETO,2026/Fev,4.5
354340,RIBEIRAO PRETO,2026/Mar,4.4
354340,RIBEIRAO PRETO,2026/Abr,4.7
354340,RIBEIRAO PRETO,2026/Mai,4.5
354340,RIBEIRAO PRETO,2026/Jun,4.6
354380,RINOPOLIS,2025/Jul,5.7
354380,RINOPOLIS,2025/Ago,6.2
354380,RINOPOLIS,2025/Set,4.6
354380,RINOPOLIS,2025/Out,6.9
354380,RINOPOLIS,2025/Nov,4.3
354380,RINOPOLIS,2025/Dez,4.8
354380,RINOPOLIS,2026/Jan,5.6
354380,RINOPOLIS,2026/Fev,5.0
354380,RINOPOLIS,2026/Mar,5.6
354380,RINOPOLIS,2026/Abr,5.0
354380,RINOPOLIS,2026/Mai,5.4
354380,RINOPOLIS,2026/Jun,4.9
354390,RIO CLARO,2025/Jul,6.7
354390,RIO CLARO,2025/Ago,6.1
354390,RIO CLARO,2025/Set,6.3
354390,RIO CLARO,2025/Out,6.4
354390,RIO CLARO,2025/Nov,6.8
354390,RIO CLARO,2025/Dez,6.4
354390,RIO CLARO,2026/Jan,6.6
354390,RIO CLARO,2026/Fev,6.4
354390,RIO CLARO,2026/Mar,5.7
354390,RIO CLARO,2026/Abr,6.1
354390,RIO CLARO,2026/Mai,6.2
354390,RIO CLARO,2026/Jun,6.0
354400,RIO DAS PEDRAS,2025/Jul,2.3
354400,RIO DAS PEDRAS,2025/Ago,1.8
354400,RIO DAS PEDRAS,2025/Set,1.7
354400,RIO DAS PEDRAS,2025/Out,1.5
354400,RIO DAS PEDRAS,2025/Nov,1.4
354400,RIO DAS PEDRAS,2025/Dez,1.0
354400,RIO DAS PEDRAS,2026/Jan,2.0
354400,RIO DAS PEDRAS,2026/Fev,1.2
354400,RIO DAS PEDRAS,2026/Mar,1.3
354400,RIO DAS PEDRAS,2026/Abr,1.4
354400,RIO DAS PEDRAS,2026/Mai,1.5
354400,RIO DAS PEDRAS,2026/Jun,1.7
354420,RIOLANDIA,2025/Jul,4.5
354420,RIOLANDIA,2025/Ago,2.7
354420,RIOLANDIA,2025/Set,3.3
354420,RIOLANDIA,2025/Out,3.6
354420,RIOLANDIA,2025/Nov,5.1
354420,RIOLANDIA,2025/Dez,2.3
354420,RIOLANDIA,2026/Jan,4.1
354420,RIOLANDIA,2026/Fev,6.0
354420,RIOLANDIA,2026/Mar,2.9
354420,RIOLANDIA,2026/Abr,3.0
354420,RIOLANDIA,2026/Mai,3.0
354420,RIOLANDIA,2026/Jun,2.9
354425,ROSANA,2025/Jul,3.3
354425,ROSANA,2025/Ago,3.5
354425,ROSANA,2025/Set,10.6
354425,ROSANA,2025/Out,3.3
354425,ROSANA,2025/Nov,3.1
354425,ROSANA,2025/Dez,12.1
354425,ROSANA,2026/Jan,3.4
354425,ROSANA,2026/Fev,3.4
354425,ROSANA,2026/Mar,10.5
354425,ROSANA,2026/Abr,3.2
354425,ROSANA,2026/Mai,3.1
354425,ROSANA,2026/Jun,11.6
354490,SALES OLIVEIRA,2025/Jul,2.0
354490,SALES OLIVEIRA,2025/Ago,1.6
354490,SALES OLIVEIRA,2025/Set,2.8
354490,SALES OLIVEIRA,2025/Out,1.7
354490,SALES OLIVEIRA,2025/Nov,1.6
354490,SALES OLIVEIRA,2025/Dez,2.0
354490,SALES OLIVEIRA,2026/Jan,1.8
354490,SALES OLIVEIRA,2026/Fev,1.6
354490,SALES OLIVEIRA,2026/Mar,1.3
354490,SALES OLIVEIRA,2026/Abr,2.2
354490,SALES OLIVEIRA,2026/Mai,2.2
354500,SALESOPOLIS,2025/Jul,3.0
354500,SALESOPOLIS,2025/Ago,1.5
354500,SALESOPOLIS,2025/Set,3.2
354500,SALESOPOLIS,2025/Out,2.7
354500,SALESOPOLIS,2025/Nov,3.5
354500,SALESOPOLIS,2025/Dez,2.3
354500,SALESOPOLIS,2026/Jan,2.5
354500,SALESOPOLIS,2026/Fev,2.6
354500,SALESOPOLIS,2026/Mar,2.6
354500,SALESOPOLIS,2026/Abr,1.5
354500,SALESOPOLIS,2026/Mai,3.1
354500,SALESOPOLIS,2026/Jun,2.8
354520,SALTO,2025/Jul,2.8
354520,SALTO,2025/Ago,3.0
354520,SALTO,2025/Set,2.6
354520,SALTO,2025/Out,3.0
354520,SALTO,2025/Nov,2.9
354520,SALTO,2025/Dez,2.2
354520,SALTO,2026/Jan,2.7
354520,SALTO,2026/Fev,2.2
354520,SALTO,2026/Mar,2.3
354520,SALTO,2026/Abr,2.8
354520,SALTO,2026/Mai,2.8
354520,SALTO,2026/Jun,2.7
354530,SALTO DE PIRAPORA,2025/Jul,2.0
354530,SALTO DE PIRAPORA,2025/Ago,1.8
354530,SALTO DE PIRAPORA,2025/Set,1.6
354530,SALTO DE PIRAPORA,2025/Out,1.7
354530,SALTO DE PIRAPORA,2025/Nov,1.7
354530,SALTO DE PIRAPORA,2025/Dez,2.1
354530,SALTO DE PIRAPORA,2026/Jan,2.1
354530,SALTO DE PIRAPORA,2026/Fev,1.9
354530,SALTO DE PIRAPORA,2026/Mar,1.9
354530,SALTO DE PIRAPORA,2026/Abr,1.8
354530,SALTO DE PIRAPORA,2026/Mai,1.8
354530,SALTO DE PIRAPORA,2026/Jun,1.9
354540,SALTO GRANDE,2025/Jul,2.7
354540,SALTO GRANDE,2025/Ago,2.4
354540,SALTO GRANDE,2025/Set,1.9
354540,SALTO GRANDE,2025/Out,2.1
354540,SALTO GRANDE,2025/Nov,3.2
354540,SALTO GRANDE,2025/Dez,2.7
354540,SALTO GRANDE,2026/Jan,2.3
354540,SALTO GRANDE,2026/Fev,2.2
354540,SALTO GRANDE,2026/Mar,3.2
354540,SALTO GRANDE,2026/Abr,2.3
354540,SALTO GRANDE,2026/Mai,2.8
354540,SALTO GRANDE,2026/Jun,1.9
354560,SANTA ADELIA,2025/Jul,4.0
354560,SANTA ADELIA,2025/Ago,3.4
354560,SANTA ADELIA,2025/Set,3.3
354560,SANTA ADELIA,2025/Out,2.7
354560,SANTA ADELIA,2025/Nov,2.6
354560,SANTA ADELIA,2025/Dez,2.7
354560,SANTA ADELIA,2026/Jan,2.3
354560,SANTA ADELIA,2026/Fev,3.0
354560,SANTA ADELIA,2026/Mar,2.6
354560,SANTA ADELIA,2026/Abr,4.1
354560,SANTA ADELIA,2026/Mai,2.8
354560,SANTA ADELIA,2026/Jun,3.3
354580,SANTA BARBARA D'OESTE,2025/Jul,2.6
354580,SANTA BARBARA D'OESTE,2025/Ago,2.3
354580,SANTA BARBARA D'OESTE,2025/Set,2.4
354580,SANTA BARBARA D'OESTE,2025/Out,2.4
354580,SANTA BARBARA D'OESTE,2025/Nov,2.3
354580,SANTA BARBARA D'OESTE,2025/Dez,3.2
354580,SANTA BARBARA D'OESTE,2026/Jan,2.5
354580,SANTA BARBARA D'OESTE,2026/Fev,2.5
354580,SANTA BARBARA D'OESTE,2026/Mar,2.0
354580,SANTA BARBARA D'OESTE,2026/Abr,2.6
354580,SANTA BARBARA D'OESTE,2026/Mai,2.0
354580,SANTA BARBARA D'OESTE,2026/Jun,2.3
354630,SANTA CRUZ DAS PALMEIRAS,2025/Jul,2.8
354630,SANTA CRUZ DAS PALMEIRAS,2025/Ago,2.9
354630,SANTA CRUZ DAS PALMEIRAS,2025/Set,2.5
354630,SANTA CRUZ DAS PALMEIRAS,2025/Out,2.1
354630,SANTA CRUZ DAS PALMEIRAS,2025/Nov,2.1
354630,SANTA CRUZ DAS PALMEIRAS,2025/Dez,2.0
354630,SANTA CRUZ DAS PALMEIRAS,2026/Jan,2.0
354630,SANTA CRUZ DAS PALMEIRAS,2026/Fev,2.2
354630,SANTA CRUZ DAS PALMEIRAS,2026/Mar,2.0
354630,SANTA CRUZ DAS PALMEIRAS,2026/Abr,2.2
354630,SANTA CRUZ DAS PALMEIRAS,2026/Mai,2.4
354630,SANTA CRUZ DAS PALMEIRAS,2026/Jun,2.5
354640,SANTA CRUZ DO RIO PARDO,2025/Jul,3.3
354640,SANTA CRUZ DO RIO PARDO,2025/Ago,3.5
354640,SANTA CRUZ DO RIO PARDO,2025/Set,3.8
354640,SANTA CRUZ DO RIO PARDO,2025/Out,3.3
